"denominazione","Stato","codice.Istat","media","diff","TITOLO_DI_STUDIO","SESSO","PARTITO_LISTA_COALIZIONE","nord","eta_sindaco","grado.di.autonomia.impositiva","grado.di.dipendenza.da.contributi.e.trasferimenti.correnti","grado.di.finanziamento.interno","grado.di.autonomia.finanziaria","rigidit√..della.spesa","incidenza.spese.personale.su.spese.correnti","grado.di.dipendenza.da.finanziamento.esterno","incidenza.spese.personale.su.entrate..correnti","spese.per.rimborso.prestiti.in.relazione.alle.entrate.correnti","indice.di.consistenza.iniziale.dei.residui.passivi","capacit√..di.spesa"
"Ficarazzi","2",82035,12061,1086,NA,"1","LISTA CIVICA: PER FICARAZZI LISTA PAOLO MARTORANA SINDACO","0",45,0.465363636363636,0.475333333333333,0.0571111111111111,0.299888888888889,0.662181818181818,0.375888888888889,0.229888888888889,0.342333333333333,0.326181818181818,0.956666666666667,0.714909090909091
"Filignano","1",94019,647,-72,"4","1","LISTA CIVICA: PER FILIGNANO","0",62,0.615,0.22,NA,0.521333333333333,0.441375,0.338333333333333,0.0621666666666667,0.288333333333333,0.161875,1.56333333333333,0.677875
"Fiumedinisi","1",83021,1452,-202,"4","1",NA,"0",31,0.258272727272727,0.678666666666667,0.125,0.191111111111111,0.492272727272727,0.472444444444444,0.0803333333333333,0.425555555555556,0.0737272727272727,2.19633333333333,0.567454545454545
"Fordongianus","1",95020,902.5,-67,"4","1","LISTA CIVICA: PASSATO PRESENTE E FUTURO","0",38,NA,0.756666666666667,0.051,0.143444444444444,0.2695,0.248777777777778,0.032,0.232333333333333,0.0426,1.43011111111111,0.6137
"Fragneto labate","2",62033,1064,-96,"4","1","LISTA CIVICA: » L'ORA DELLA SVOLTA","0",65,0.574181818181818,0.295444444444444,0.0836666666666667,NA,0.624454545454545,0.528777777777778,NA,0.517222222222222,0.120181818181818,NA,0.640636363636364
"Galluccio","1",61039,2163.5,-143,"3","1","LISTA CIVICA: PER GALLUCCIO CON GALLUCCIO","0",63,0.6287,0.282625,0.066875,0.405125,0.5954,0.328,0.229125,0.298875,0.295,1.96125,0.7162
"Giarre","2",87017,27436,-1390,"4","1",NA,"0",54,0.433333333333333,0.448666666666667,0.109833333333333,0.326,0.548166666666667,0.367333333333333,0.0925,0.363,0.1855,0.846166666666667,0.592666666666667
"Gioia tauro","2",80038,19308,426,NA,NA,NA,NA,NA,0.448375,0.29225,0.138,0.375875,0.816125,0.33,0.20725,0.28775,0.52825,2.112875,0.498125
"Grimaldi","2",78059,1676.5,-113,"4","1","LISTA CIVICA: INSIEME GRIMALDI RIPARTE","0",75,0.480666666666667,0.391,0.067875,0.262,NA,0.41075,0.369375,0.368875,0.712111111111111,1.06725,0.633111111111111
"Itala","1",83036,1617.5,-91,"4","1",NA,"0",70,NA,0.545777777777778,0.0576666666666667,0.211666666666667,1.08618181818182,0.501888888888889,0.298444444444444,0.459444444444444,0.639090909090909,0.807333333333333,0.719363636363636
"Lagonegro","2",76039,5462.5,-519,"4","1","LISTA CIVICA: RIVIVI AMO LAGONEGRO","0",60,0.4827,0.346,0.141125,0.268375,NA,0.309125,0.390875,0.274,0.9003,1.03625,0.6793
"Laureana di borrello","1",80042,5099.5,-387,NA,NA,NA,NA,NA,0.549636363636364,0.307,0.129222222222222,0.496888888888889,0.507636363636364,0.301555555555556,0.118,0.270111111111111,NA,0.962888888888889,0.656363636363636
"Lei","1",91038,530.5,-63,"3","0","LISTA CIVICA: LEI BENE COMUNE","0",37,NA,0.80275,0.049125,0.116375,0.3637,0.388375,0,0.329125,0.0355,1.590625,0.53
"Lentini","1",89011,23524.5,-1883,"4","1",NA,"0",33,0.399285714285714,NA,0.0684285714285714,0.312285714285714,0.882857142857143,0.437571428571429,0.273142857142857,0.404428571428571,0.478428571428571,0.948142857142857,0.655571428571429
"Lettere","1",63039,6186.5,31,"4","1","LISTA CIVICA: INSIEME PER LETTERE","0",49,0.697363636363636,0.190333333333333,0.112222222222222,0.514111111111111,0.584636363636364,0.362555555555556,0.141777777777778,0.351111111111111,0.251181818181818,3.021,0.513181818181818
"Licata","1",84021,36939.5,-2249,NA,NA,NA,NA,NA,0.479,0.456,0.05175,0.353875,0.5819,NA,0.147125,0.376,0.2236,0.69525,0.6543
"Locri","2",80043,12356.5,-167,"4","1","LISTA CIVICA: TUTTI PER LOCRI","0",47,0.4705,0.292222222222222,0.189777777777778,0.531777777777778,0.4421,0.341777777777778,0.0836666666666667,0.314888888888889,0.1278,3.099,0.4897
"Magliano romano","2",58052,1458,-26,"3","1","LISTA CIVICA: MAGLIANO PER MAGLIANO","0",68,0.6484,0.187,0.112666666666667,0.351333333333333,NA,0.334333333333333,NA,0.315,0.4502,2.23166666666667,0.647
"Magomadas","1",95083,636,-6,NA,NA,NA,NA,NA,0.2363,0.727222222222222,0.0342222222222222,0.202,0.28,0.264777777777778,0.00644444444444444,0.239444444444444,0.0419,1.43055555555556,0.5946
"Mandatoriccio","2",78074,2797,-210,NA,NA,NA,NA,NA,0.583222222222222,0.170625,0.154625,0.473125,0.638777777777778,0.278625,0.2295,0.274125,0.373111111111111,0.9295,0.626555555555556
"Marano di napoli","2",63041,57753.5,989,NA,NA,NA,NA,NA,0.624818181818182,0.216555555555556,0.0871111111111111,0.388222222222222,0.799818181818182,0.222111111111111,NA,0.218,0.591545454545455,NA,0.678636363636364
"Marigliano","1",63043,29677.5,-1179,"4","1","LISTA CIVICA: LA CITTA'† CHE VOGLIAMO | RIFONDAZIONE COMUNISTA | LISTA CIVICA: MARIGLIANO DOMANI | LISTA CIVICA: MARIGLIANO LIBERA | LISTA CIVICA: IL CAMPANILE | LISTA CIVICA: CAMBIA CON NOI | PARTITO DEMOCRATICO","0",51,0.669909090909091,0.234777777777778,0.135444444444444,0.597555555555556,0.304727272727273,0.286222222222222,0.0192222222222222,0.259,0.0583636363636364,1.66411111111111,0.701909090909091
"Marineo","2",82046,6562,-356,"4","1","LISTA CIVICA","0",61,0.340909090909091,0.560555555555556,0.0816666666666667,0.247555555555556,0.818636363636364,0.470555555555556,0.215,0.436777777777778,0.382090909090909,1.00888888888889,0.556454545454545
"Mazzarino","1",85009,11927,-776,"4","1",NA,"0",57,0.412142857142857,0.546571428571429,0.0375714285714286,0.295428571428571,0.716857142857143,0.500142857142857,0.108571428571429,0.478571428571429,0.238,1.01342857142857,0.693571428571429
"Melissano","2",75044,7123,-390,"4","1","LISTA CIVICA: INSIEME PER MELISSANO","0",47,0.712333333333333,0.210555555555556,0.0336666666666667,0.275444444444444,NA,0.331555555555556,0.382,0.323222222222222,1.13033333333333,1.23377777777778,0.652555555555556
"Melito di napoli","2",63045,36481,-1060,"4","1","LISTA CIVICA: ORGOGLIO CAMPANO | LISTA CIVICA: NOI MODERATI PER MELITO | PARTITO SOCIALISTA ITALIANO | LISTA CIVICA: GC GOVERNO CIVICO | LISTA CIVICA: OBIETTIVO MELITO | LISTA CIVICA: PER MELITO A TESTA ALTA | RIFORMISTI DEMOCRATICI ITALIANI | LISTA CIVICA: MELITO NEL CUORE | LISTA CIVICA: MELITO DEMOCRATICA","0",65,0.716444444444444,0.229,0.0551428571428571,0.618857142857143,0.244555555555556,0.170857142857143,0.0514285714285714,0.157857142857143,0.0922222222222222,1.49214285714286,0.552444444444444
"Milazzo","2",83049,31117.5,-1949,"4","1","LISTA CIVICA: I DEMOCRATICI BIG BANG MILAZZO | LISTA CIVICA: ORA MILAZZO | LISTA CIVICA: D E M ONDA LIBERA | LISTA CIVICA: PATTO DEI DEMOCRATICI PER LE RIFORME -PDR","0",46,0.30325,0.50475,0.094,0.219,1.34575,0.46625,0.3925,0.46175,NA,NA,0.687
"Mirabella imbaccari","1",87028,4819.5,-729,"3","1","LISTA CIVICA: ORGOGLIO MIRABELLESE - GIOVANNI FERRO SINDACO","0",43,0.2086,0.619,0.0796,0.1784,1.174,0.4302,0.395,0.44,0.7336,0.9038,0.6622
"Modica","1",88006,53856.5,-179,"3","1",NA,"0",47,0.532818181818182,0.337666666666667,0.0925555555555556,0.373444444444444,0.698818181818182,0.383111111111111,0.196777777777778,0.373111111111111,0.347272727272727,NA,0.517454545454546
"Monasterace","1",80052,3423.5,213,"4","1","LISTA CIVICA: SCRIVIAMO IL FUTURO","0",74,NA,0.295666666666667,NA,0.304888888888889,0.8459,0.385555555555556,0.230555555555556,0.342444444444444,0.5057,1.61855555555556,0.5003
"Monreale","2",82049,37664,-808,"4","1","LISTA CIVICA | Colore Politico non pervenuto","0",43,0.483363636363636,0.402111111111111,0.111333333333333,0.412555555555556,0.465909090909091,0.360444444444444,0.0877777777777778,0.344222222222222,0.129727272727273,1.30066666666667,0.617545454545455
"Montalto uffugo","1",78081,19250,2074,"4","1","LISTA CIVICA: PIETRO CARACCIOLO SINDACO | LISTA CIVICA: MONTALO NEL CUORE | LISTA CIVICA: MONTALTO VOLA ALTO | UNIONE DI CENTRO | LISTA CIVICA: STELLE COMETE | LISTA CIVICA: MONTALTO AZZURRA | LISTA CIVICA: PROGETTO MONTALTO","0",57,0.5901,0.2015,0.104875,0.44225,0.5753,0.275,0.24125,0.248125,0.3399,0.836375,0.5611
"Monte porzio catone","2",58064,8598,20,"4","1","LISTA CIVICA: MPC PROGETTO COMUNE","0",35,0.516,0.359625,0.098875,0.473125,0.207222222222222,0.186625,0.026125,0.175875,0.0336666666666667,0.983875,0.606888888888889
"Montecorvino pugliano","2",65072,10491,850,"4","1","LISTA CIVICA: LIBERA MENTE","0",70,NA,0.151875,0.1095,0.409125,0.559666666666667,0.233625,0.187125,0.242125,0.324666666666667,1.302875,0.539666666666667
"Montemiletto","2",64059,5302,-106,"4","1","LISTA CIVICA: LIBERAMENTE CON FRONGILLO","0",52,0.7025,0.194125,0.0905,0.3895,0.4742,0.28325,0.16825,0.260125,0.2189,1.816125,0.6387
"Monteparano","2",73018,2374,-44,"3","1","LISTA CIVICA: IL CORAGGIO DI CAMBIARE","0",69,0.543,0.313857142857143,NA,0.308571428571429,1.09288888888889,0.385857142857143,0.407857142857143,0.356714285714286,0.748777777777778,0.493714285714286,0.761555555555556
"Montescaglioso","2",77017,9870,-436,"3","1","LISTA CIVICA: RINASCITA MONTESE","0",48,0.4931,0.260222222222222,NA,0.439666666666667,0.5315,0.248,0.183777777777778,0.222777777777778,0.3089,1.26833333333333,0.5699
"Morlupo","1",58068,8184,154,NA,NA,NA,NA,NA,0.6362,0.132888888888889,0.149444444444444,0.513111111111111,0.5632,0.252555555555556,0.182222222222222,0.236444444444444,0.3328,1.24922222222222,0.611
"Moschiano","1",64064,1635,-56,"3","1","LISTA CIVICA: UNITI PER CONTINUARE","0",42,0.785888888888889,0.172714285714286,0.0658571428571429,0.525142857142857,0.498777777777778,0.521857142857143,0,0.486571428571429,0.035,1.45171428571429,0.682444444444444
"Motta san giovanni","2",80054,5990,-256,"3","1","LISTA CIVICA: LA CITTA' CHE VOGLIAMO","0",58,0.593090909090909,0.214555555555556,0.131555555555556,0.464444444444444,0.479727272727273,0.332333333333333,0.145,0.291,0.194909090909091,1.49511111111111,0.585
"Muro lucano","2",76053,5419.5,-289,NA,NA,NA,NA,NA,0.4543,0.467333333333333,0.0731111111111111,0.286888888888889,0.4039,0.327666666666667,0.0401111111111111,0.307666666666667,0.1036,0.738444444444444,0.7177
"Mussomeli","2",85012,10670.5,-665,"3","1","LISTA CIVICA: MUSSOMELI BENE COMUNE - CATANIA SINDACO | LISTA CIVICA: UNITI PER MUSSOMELI CATANIA SINDACO | LISTA CIVICA: ALLEANZA CITTADINA | LISTA CIVICA: MUSSOMELI NEL CUORE - CATANIA SINDACO","0",47,0.40975,0.554375,0.031875,0.198375,1.373125,0.503,0.3755,0.497,0.87625,0.4245,0.769125
"Napoli","1",63049,957712,-6788,"4","1","LISTA CIVICA: DE MAGISTRIS SINDACO | LISTA CIVICA: DEMA DEMOCRAZIA AUTONOMIA | LISTA CIVICA: BENE COMUNE CON DE MAGISTRIS | FEDERAZIONE DEI VERDI | LISTA CIVICA: LA CITT¿ CON DE MAGISTRIS | REPUBBLICANI DEMOCRATICI | LISTA CIVICA: MO! NAPOLI AUTONOMA | LISTA CIVICA: ""CE SIMME SFASTERIATI"" | LISTA CIVICA: MERIDIONALISTI NAPOLI CAPITALE | SINISTRA: NAPOLI IN COMUNE A SINISTRA | PARTITO DEL SUD | ITALIA DEI VALORI-ALTRI","0",49,0.541090909090909,0.311,0.127222222222222,0.409222222222222,0.416090909090909,0.309333333333333,0.0977777777777778,0.292333333333333,0.133090909090909,1.54844444444444,0.519545454545455
"Nocera terinese","2",79087,4743,34,"4","0","LISTA CIVICA: RIPARTIAMO DAL PAESE CHE VOGLIAMO","0",51,0.468,0.298625,0.119375,NA,0.4725,0.244875,NA,0.230125,0.2508,1.829125,0.6112
"Orta di atella","2",61053,26281,2640,NA,NA,NA,NA,NA,0.825,0.141,0.109833333333333,0.562166666666667,0.487375,0.262666666666667,0.1525,0.248,0.25325,2.13933333333333,0.51175
"Pachino","2",89014,21777,-610,"4","1",NA,"0",42,0.459363636363636,0.425444444444444,0.0772222222222222,0.310555555555556,0.859181818181818,0.453666666666667,0.261111111111111,0.435444444444444,NA,1.06177777777778,NA
"Paolisi","2",62048,2019.5,87,"4","1","LISTA CIVICA: SOLIDARIET¿","0",55,0.487636363636364,0.19,0.170888888888889,0.394777777777778,0.548727272727273,0.316111111111111,0.113666666666667,0.286555555555556,0.270727272727273,2.90911111111111,0.434272727272727
"Partinico","2",82054,31269.5,-247,NA,NA,NA,NA,NA,0.4365,0.456285714285714,0.106857142857143,0.432142857142857,0.48275,0.401714285714286,0.047,0.401428571428571,0.085625,1.28842857142857,0.580375
"Pescara","1",68028,118654.5,3617,"4","1","LISTA CIVICA: INSIEME BENE COMUNE | LISTA CIVICA: PERSONE COMUNI PER PESCARA | LISTA CIVICA: LIBERALI CENTRO DEMOCRATICO POPOLARI | SINISTRA ECOLOGIA LIBERTA' | LISTA CIVICA: SCEGLI PESCARA | PARTITO DEMOCRATICO","0",46,0.627727272727273,0.214555555555556,0.149666666666667,0.525222222222222,0.544818181818182,0.299,0.178888888888889,0.264222222222222,0.281727272727273,0.890666666666667,NA
"Piazza armerina","2",86014,21684.5,-993,"4","1",NA,"0",60,0.3784,0.605666666666667,0.0321111111111111,0.278333333333333,0.3994,0.347,0.0447777777777778,0.323666666666667,0.0778,0.6,NA
"Piedimonte matese","2",61057,11127,-748,"4","1","LISTA CIVICA: UNITI PER PIEDIMONTE MATESE","0",47,0.546454545454545,0.319666666666667,0.0742222222222222,0.305777777777778,0.762363636363636,0.227888888888889,0.314777777777778,NA,0.553090909090909,1.357,0.569545454545455
"Pietracupa","1",70054,225.5,-7,"4","1","LISTA CIVICA: CON I GIOVANI PER PIETRACUPA","0",68,0.614222222222222,NA,NA,0.355714285714286,0.392444444444444,0.368571428571429,0.031,0.346714285714286,0.037,1.99328571428571,0.602777777777778
"Pietraperzia","1",86015,6953.5,-531,NA,"1",NA,"0",29,0.378727272727273,0.569777777777778,0.0794444444444444,0.252777777777778,0.778818181818182,0.434888888888889,0.231888888888889,NA,0.365181818181818,0.399666666666667,0.779909090909091
"Pietrelcina","1",62052,3051,-32,"3","1","LISTA CIVICA: IL FARO","0",61,0.463363636363636,0.413666666666667,0.0905555555555556,0.258777777777778,NA,0.342666666666667,0.150333333333333,NA,0.326727272727273,2.51533333333333,0.549636363636364
"Polizzi generosa","1",82058,3387.5,-427,"3","1","LISTA CIVICA: IL CANTIERE DELLE IDEE LO VERDE SINDACO","0",58,0.295625,0.630125,0.061125,0.290375,0.442125,0.42125,0.006625,0.396,0.045875,0.71375,0.74825
"Pomarico","1",77022,4143,-200,"3","1","CEN-SIN(LS.CIVICHE): POMARICO","0",44,0.481666666666667,0.532285714285714,0.063,0.298285714285714,0.352555555555556,0.361571428571429,0.00114285714285714,0.343142857142857,0.0321111111111111,1.04085714285714,0.683555555555556
"Porto empedocle","2",84028,16540,-548,"4","0","Colore Politico non pervenuto","0",53,0.263857142857143,0.506428571428571,NA,0.331428571428571,0.515857142857143,0.426428571428571,0.0872857142857143,NA,0.103,0.661142857142857,0.722142857142857
"Portocannone","2",70055,2489.5,-107,"4","1","LISTA CIVICA: CON IL CUORE PER PORTOCANNONE","0",42,0.280666666666667,0.597222222222222,0.105777777777778,NA,0.471444444444444,0.183555555555556,NA,0.186222222222222,0.285555555555556,NA,0.620444444444444
"Prata di principato ultra","2",64074,2953.5,-35,"4","1","LISTA CIVICA: UNITI PER PRATA FUTURA","0",60,0.6444,0.246555555555556,0.0896666666666667,0.388,0.7715,0.332444444444444,0.167444444444444,0.300111111111111,0.4737,1.32766666666667,0.6113
"Procida","1",63061,10284.5,117,"4","1","LISTA CIVICA: LA PROCIDA CHE VORREI","0",38,0.622636363636364,0.198444444444444,0.135333333333333,0.314555555555556,1.35827272727273,0.370777777777778,0.398444444444444,0.393666666666667,0.991545454545455,1.50233333333333,NA
"Qualiano","1",63062,24994.5,565,"3","1","LISTA CIVICA: LA RINASCITA | UNIONE DI CENTRO | PARTITO DEMOCRATICO | LISTA CIVICA: QUALIANO DEI VALORI | LIBERTA'  E AUTONOMIA NOI SUD | VERDI ECOLOGISTI E RETI CIVICHE | LISTA CIVICA: QUALIANO VIVE, IO LA DIFENDO | LISTA CIVICA: COMITATO UNITI PER QUALIANO","0",49,0.590545454545455,0.193333333333333,0.202111111111111,0.606666666666667,0.320909090909091,0.254222222222222,0.0388888888888889,0.219,0.103181818181818,1.97488888888889,0.512636363636364
"Quarto","2",63063,39194.5,57,"4","0","MOVIMENTO 5 STELLE BEPPEGRILLO.IT","0",46,0.644333333333333,0.140571428571429,0.161714285714286,0.533714285714286,0.342777777777778,0.219857142857143,0.0861428571428571,0.193571428571429,0.148777777777778,1.481,0.597666666666667
"Quindici","2",64077,1826.5,87,NA,"1","LISTA CIVICA: UNIONE QUINDICESE","0",47,0.598333333333333,0.315428571428571,0.0962857142857143,0.392857142857143,0.506333333333333,0.527571428571429,0.155142857142857,0.493142857142857,0.0206666666666667,2.66557142857143,NA
"Randazzo","2",87038,10893,-388,"4","1","PARTITO DEMOCRATICO | Lista Civica non pervenuta","0",50,0.3753,0.5135,0.126625,0.3565,0.5205,0.49575,0.053,0.470625,0.0632,1.028,NA
"Reggio di calabria","1",80063,178509,-4420,"4","1",NA,"0",33,0.542,0.246666666666667,0.137555555555556,0.393666666666667,0.640636363636364,0.238222222222222,0.232888888888889,0.214333333333333,0.430727272727273,1.84444444444444,0.596090909090909
"Riace","2",80064,2003.5,259,"3","1","LISTA CIVICA: L'ALTRA RIACE","0",58,0.212,0.658444444444444,0.0843333333333333,0.248222222222222,0.162727272727273,0.175333333333333,0.0413333333333333,0.171444444444444,0.008,0.904222222222222,0.615454545454545
"Riesi","2",85015,11471,-590,"4","1","LISTA CIVICA","0",47,0.4598,0.542625,0.043875,0.320125,0.647,0.529875,0.085,0.52275,0.1339,0.669375,0.7654
"Rignano flaminio","1",58082,9864,496,"4","1","LISTA CIVICA: RIGNANO INSIEME","0",37,0.676666666666667,0.1445,0.16,0.58175,0.3635,0.1965,0.16525,0.1705,0.190166666666667,0.99375,0.468
"Riposto","1",87039,14170.5,15,"4","1","Colore Politico non pervenuto | Lista Civica non pervenuta | IND | IL POPOLO DELLA LIBERTA'","0",69,0.5486,0.370625,0.066625,0.29225,1.078,0.382375,0.41175,0.3605,0.7339,0.793375,0.7536
"Rocca di neto","2",101019,5570.5,-57,NA,"1","LISTA CIVICA: ROCCA DI NETO CAMBIA","0",33,0.515444444444444,0.364571428571429,0.0898571428571429,NA,0.470444444444444,0.319428571428571,0.104142857142857,0.306571428571429,0.157333333333333,1.51085714285714,0.459555555555556
"Rodi garganico","2",71043,3607.5,-121,"3","1","LISTA CIVICA: D'ANELLI SINDACO","0",59,0.8058,NA,0.09925,0.37325,0.7307,0.262875,0.3195,NA,0.4892,1.82675,0.6133
"Rosolini","2",89016,21188,-688,"4","1",NA,"0",53,0.451818181818182,0.453,0.0928888888888889,0.315555555555556,0.793636363636364,0.424777777777778,0.267666666666667,0.400555555555556,0.397181818181818,0.570777777777778,0.620272727272727
"San cataldo","2",85016,22382.5,-2055,"4","1",NA,"0",52,0.4226,0.518875,0.079,0.287875,0.6152,0.39825,0.141875,NA,0.2435,0.57225,0.7066
"San felice a cancello","2",61075,17146,166,NA,NA,NA,NA,NA,0.6183,0.206777777777778,0.138666666666667,0.511,NA,0.310555555555556,0.149777777777778,0.298444444444444,0.248,1.39111111111111,NA
"San fratello","2",83078,3723.5,-421,"4","1",NA,"0",52,0.278545454545455,0.685111111111111,0.0622222222222222,NA,0.570636363636364,0.541111111111111,NA,0.530111111111111,0.0498181818181818,0.598555555555556,NA
"San lorenzo","2",80073,2573.5,-213,"3","1","LISTA CIVICA: UNITI PER SAN LORENZO","0",65,0.554111111111111,0.202444444444444,0.142888888888889,0.479,0.418333333333333,0.239,0.135888888888889,0.210222222222222,0.208222222222222,2.07688888888889,NA
"San lorenzo del vallo","2",78121,3356.5,-205,"2","1","LISTA CIVICA: SAN LORENZO LIBERA","0",52,0.445636363636364,0.260333333333333,0.241,0.476888888888889,0.524636363636364,0.283333333333333,0.201888888888889,0.264555555555556,0.265909090909091,1.29377777777778,NA
"San lucido","2",78122,5900,-116,"4","1","LISTA CIVICA: VIVIAMO SAN LUCIDO","0",68,0.4733,0.336875,0.145125,0.43825,0.41,0.325625,0.088375,0.315875,NA,1.706,NA
"San mango daquino","2",79110,1567.5,-139,"3","1","LISTA CIVICA: INSIEME PER IL FUTURO","0",75,0.4432,0.453888888888889,0.0875555555555556,0.375555555555556,0.6452,0.483888888888889,0.156444444444444,0.463222222222222,NA,1.99111111111111,NA
"San marco in lamis","2",71047,13693.5,-973,"4","1","LISTA CIVICA: PER SAN MARCO","0",50,0.62425,0.3165,0.0871666666666667,0.454166666666667,NA,0.276,0.142666666666667,0.247,0.2525,1.385,NA
"San paolo di civitate","2",71050,5812.5,-237,NA,NA,NA,NA,NA,0.7045,0.2245,0.066125,0.29825,1.2493,0.35075,0.41825,0.31,0.9537,1.06875,NA
"Santagata de goti","2",62070,11106.5,-371,"3","1",NA,"0",44,NA,0.202142857142857,0.0808571428571429,0.297714285714286,1.106,NA,0.359142857142857,0.285428571428571,0.820888888888889,1.27657142857143,NA
"Santarcangelo trimonte","1",62078,587,-104,"3","1","LISTA CIVICA: COERENZA SERIET¿ AFFIDABILIT¿","0",80,0.340363636363636,0.589888888888889,NA,NA,0.435,NA,0.0396666666666667,0.326111111111111,NA,NA,NA
